pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[8, 512, 512, 1], [1, 64, 256, 16]]",25088,kernel,bs_first,fp32,Tesla_V100-PCIE-32GB,0.023351428551541174,0.023351428551541174,1.893034932436491e-05,"[0.02337035890086554, 0.023332498202216813]"
