pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 128, 128, 8]]",25088,kernel,bs_first,fp32,Tesla_V100-PCIE-32GB,0.003136763049988076,0.003136763049988076,0.0,[0.003136763049988076]
