pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[1, 1024, 4096, 1]]",25088,nn_linear,bs_first,fp32,Tesla_V100-PCIE-32GB,0.015332812249835116,0.015332812249835116,1.0087651025969882e-05,"[0.015342899900861084, 0.015322724598809146]"
