pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 512, 512, 2]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.0038936958299018443,0.0038936958299018443,0.0,[0.0038936958299018443]
