pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 256, 256, 4]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.0029150761401979253,0.0029150761401979253,0.0,[0.0029150761401979253]
