pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[8, 512, 512, 1], [1, 64, 256, 16]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.011819441239931621,0.011819441239931621,0.0,[0.011819441239931621]
