pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[64, 64, 64, 1], [1, 64, 256, 16]]",25088,kernel,bs_first,fp32,Tesla_V100-PCIE-32GB,0.005599471850146074,0.005599471850146074,0.0,[0.005599471850146074]
