pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 128, 128, 8]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.0024192924299859444,0.0024192924299859444,3.828879853244507e-06,"[0.0024154635501326994, 0.002423121309839189]"
