pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[64, 64, 64, 1], [1, 128, 512, 8]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.005416531130031217,0.005416531130031217,0.0,[0.005416531130031217]
