pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 64, 64, 16]]",25088,kernel,bs_first,fp32,Tesla_V100-PCIE-32GB,0.002978571310231928,0.002978571310231928,0.0,[0.002978571310231928]
