pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 64, 64, 16]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.0022216401899640918,0.0022216401899640918,8.882199472285031e-07,"[0.00222252840991132, 0.0022207519700168632]"
