pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 64, 256, 1], [1, 512, 512, 2]]",25088,kernel,bs_first,fp32,Tesla_V100-PCIE-32GB,0.004473691459861584,0.004473691459861584,0.0,[0.004473691459861584]
